ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,판매품목,품목별 가격,장서는 날,개장일,영업시간,쉬는날,매장안내,주차시설,문화센터 바로가기,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,화장실,상세정보
"2704559","방이시장","05633","","","서울특별시 송파구 백제고분로48길 41 (방이동)","37.5104077116","127.1175821709","방이시장은 1980년대 말부터 형성된 골목형 종합시장이다. 의류 채소 생선 과일 잡화 등을 취급하는 240여 개 점포가 형성되어 있으며 상인의 70%가 동네 터줏대감들이다. 시대의 흐름에 발맞춰 친절하고 청결한 시장으로 거듭나면서 방이시장은 외국인들의 관광 필수 코스로 자리 잡았다.<br>","070-8953-3811","","고기,생선,과일,야채,화장품,의류 등","","","","","","","","","없음","","없음","","제조자 이름:
입점브랜드:
"
"2708109","더현대 서울","07335","","","서울특별시 영등포구 여의대로 108 (여의도동) ","37.5271495732","126.9273156868","글로벌 트렌드 K-콘텐츠의 핵심 서울  그 중심에 초현대적인 플래그십 스토어 더현대 서울이 있다. 더현대 서울은 미래를 향한 울림이라는 슬로건 아래 더 행복한 내일을 위한 비전과 새로운 삶의 기준을 제시한다. 혁신적 공간 설계  세계적 콘텐츠 큐레이션  그리고 미래형 테크놀로지까지 더현대 서울은 서울 최대 규모의 뉴 글로벌 랜드마크이다. 새로운 소재와의 만남  면과 선의 균형  그리고 빛으로 가득 채우는 혁신적인 내부 설계를 자랑한다. 
더현대 서울에서는 세계적인 인테리어&건축 디자인의 흐름을 단숨에 볼 수 있다. 내부에 들어서는 순간 사운즈 포레스트와 워터폴 가든을 만나게 된다. 미래를 바라보고 설계한 하이테크 건축물에서 만나는 뜻밖의 자연은 놀라울 정도로 아름답다. 약 1 000평의 대규모 실내 정원과 천연 잔디  20여 m의 높은 유리 천장에서 들어차는 자연 채광은 숲의 울림을 그대로 전하고 있다. 예술은 말하지 않아도 느낄 수 있고  공감할 수 있는 가장 큰 범주의 언어이다. 180평 규모의 입체적인 전시는 들어서는 순간 압도적으로 영감을 자극한다. 나은 삶의 영감과 문화를 위한 소통이 이곳에서 시작된다. 
Unite & Shine  STUDIO SWINE 자연에서 온 메시지를 담은 디자인과 이를 즐기고 느끼는 관객으로 완성되는 Studio Swine의 아트워크가 Exclusive Label (1F) 플로어에서 하이엔드 브랜드와 만난다.","02-767-2233","","명품 브랜드 / 패션 / 스포츠 / 주얼리 / 리빙 등","","","2021.02.26","- 월요일~목요일 10:30~20:00<br>- 금요일~일요일 10:30~20:30<br>- 식당가 10:30~22:00","홈페이지 확인","- 지하 2층 : 크레이티브 그라운드<br>
- 지하 1층 : 테이스티 서울<br>
- 1층 : 익스클루시브 라벨<br>
- 2층 : 모던 무드<br>
- 3층 : 어바웃 패션<br>
- 4층 : 라이프&밸런스<br>
- 5층 : 사운즈 포레스트<br>
- 6층 : 다이닝&아트","가능<br>요금 (최초 30분 무료 / 초과 시 10분당 2,000원)<br>※ 단, 상품금액별 무료 주차 상이함","","없음","","가능","있음",""
"2708345","하모니마트 명동역점","04536","이민연","02-752-2269","서울특별시 중구 명동10길 58 신일빌딩 별관 지하 1층","37.5613522015","126.9857705052","하모니마트 명동역점은 서울 지하철 명동역 8번 출구에서 도보 1분 거리에 위치한 신일빌딩 별관 건물 지하 1층에 있는 슈퍼마켓이다. 외국인 입맛에 맞는 한국 김치  김  인삼제품  라면  공예품  생필품  기념품 등을 구비하고 있는데  가장 잘 팔리는 제품은 김  과자세트  인삼차다. 영어·중국어·일본어 응대가 가능하고 엔화와 위안화로도 결제가 가능하다.","02-752-2269","건물 지하 1층(대지 면적 250㎡)","식품류, 화장품, 샴푸류, 민속공예품","","","2014년 2월 1일","8:00~24:00","연중무휴","한국의 다양한 김치, 김, 과자, 인삼 등의 식료품과 샴푸, 생활 잡화, 민속공예품 등 약 2500종류의 상품 구매 가능","가능","","불가","","가능","가능",""
"2713581","하우스 도산","06020","","","서울특별시 강남구 압구정로46길 50 (신사동) ","37.5254239385","127.0356947531","2021년 2월에 문을 연 하우스 도산은 글로벌 패션 아이웨어 브랜드 젠틀몬스터를 운영하는 아이아이컴바인드의 대표 매장이다. 지하 1층~지상 4층 건물에 젠틀몬스터  디저트 브랜드 누데이크  화장품 브랜드 탬버린즈까지 자사의 여러 브랜드가 모여 있다. 하우스 도산은 퓨처 리테일의 새로운 방향성을 제시하고 젠틀몬스터가 선보일 또 다른 퓨처 리테일의 시작점이라고 할 수 있다.","070-4128-2126","","패션잡화 / 화장품 / 뷰티 등","","","","11:00~21:00","연중무휴","","가능","","없음","","없음","","입점브랜드:젠틀몬스터 / 누데이크 / 템버린즈 / 아이아이컴바인드 / 크라운구스 등 
"
"273756","두타몰","04563","","","서울특별시 중구 장충단로 275 ","37.5688767395","127.0087681967","두타몰은 서울 중구에 위치한 대형 쇼핑몰이다. 다양한 브랜드의 패션  뷰티  라이프스타일 제품을 한곳에서 만날 수 있는 복합 쇼핑 공간이다. 다양한 국내 디자이너 브랜드와 트렌디한 패션 아이템을 한곳에서 만나볼 수 있다. 특히  젊은 층을 겨냥한 트렌디한 매장이 많아 쇼핑의 즐거움을 더한다. 또한  다양한 음식점과 카페가 있어 쇼핑 중간에 휴식을 취하기에도 적합하다. 쇼핑과 문화  여가를 동시에 즐길 수 있는 공간이다.","02-3398-3333","","의류 / 뷰티 / 라이프 스타일 / 스포츠 / 액세서리 / 잡화 등","","","1999-02-28","10:30~00:00","연중무휴","","가능<br>요금 (기본 30분 2,100원 / 초과 시 10분당 700원)","","가능","","가능","있음",""
"273758","밀리오레 동대문점","04563","","","서울특별시 중구 장충단로 263 ","37.5679629533","127.0085265783","밀리오레 동대문점은 한 공간에서 모든 것을 해결할 수 있는 원스톱 쇼핑 공간이다. 동대문은 종로5가역부터 동대문 지하철역까지 전통시장이 형성되어 있다. 최근에는 시장이 현대화되면서 프레야타운  두산타워  밀리오레 등 대형 패션몰들이 생겨났다. 동대문 밀리오레는 시장의 장점인 패션의류와 다양한 제품  저렴한 가격과 깨끗하고 백화점의 장점인 현대적인 건물  다양한 편의시설을 갖춘 패션몰이다. 지하 2층부터 지상 9층까지 수입명품  아동복  임부복  여성복  남성복  패션잡화  전통공예 기념품  한복  구두 등 모든 패션 아이템이 모여있다. 9층에는 식당가도 있어서 먹을거리  볼거리가 가득한 곳이다.
수도권 지하철 2  4  5호선 동대문역사문화공원역 14번 출구에서 도보 5분 거리에 있다. 청계천과 동대문(흥인지문)이 접해 있어서 국내외 관광객들이 많이 찾는다.","02-3393-2211","","의류, 패션잡화","","","","10:30~02:00","월요일 / 명절은 별도 공지","","있음","","가능","","가능","있음(남녀 구분)",""
"2741499","채그로","04178","","","서울특별시 마포구 마포대로4다길 31 (마포동) ","37.5357044387","126.9442833439","채그로는 책과 만나는 모든 행복한 접점을 만들어 내는 경험 공간이다. 책과 커피  한강뷰를 즐기면서 누구든 와서 행복감을 느낄 수 있는 복합문화공간이다. 넓은 유리창을 통해 한강을 바라보면서 책을 읽거나 사색에 잠기는 등 자기만의 시간을 갖기에 좋다. 친구와 가족과 수다를 떨면서 낭만을 즐기는 것도 대환영이다. 365일 서울 한강의 석양을 볼 수 있는 최고의 명소이며  멋진 서울의 야경을 즐길 수 있다. 채그로 이용가능 공간은 2~3층  5~6층  8~9층이다. 각 층 별로 공간이 나뉘어 있어 부담없이 이용할 수 있다.","0507-1341-0325","","도서","","","","09:30~21:30","연중무휴","","가능","","없음","","가능","있음","체험안내:독서모임
"
"2741591","숭인시장","01211","","","서울특별시 강북구 도봉로 45 (미아동)","37.6131858511","127.0294761615","미아삼거리에 위치한 40년 전통의 재래시장으로 지하철역과도 가까워서 접근성이 좋은 시장이다. 떡볶이가 맛있는 시장으로도 유명하다. 떡볶이 외에도 각종 먹거리  곡물  채소  과일  가공식품  각종 생필품을 취급  판매하고 있다. 주차는 숭인 주차장을 이용하면 된다.","02-988-1430","","곡물, 채소, 과일, 가공식품, 의류, 신변잡화, 가정용품 등","","","1967-01-26","점포별 상이","매월 첫째 주, 셋째 주 일요일","약 124개 점포","가능 (소형 56대)","","없음","","가능","있음","입점브랜드:abc마트   자주(JAJU)
"
"2741608","인헌시장","08793","","","서울특별시 관악구 봉천동 ","37.4748535543","126.9656136731","인헌시장은 서울 관악구 인헌동에 위치한 전통 재래시장으로  38년의 역사를 자랑한다. 현대화 사업을 통해 더욱 정돈된 모습으로 주민들에게 사랑받고 있는 곳이다. 큰 규모의 시장은 아니지만 다양한 품목의 식재료와 먹거리  잡화 등을 알차게 판매하고 있어 부족함이 없는 곳이다. 시장 특유의 정겨움도 느낄 수 있다.","02-877-2665","","곡물 / 채소 / 과일 / 가공식품 / 의류 / 잡화 등","","","상설","점포 별로 상이함","점포 별로 상이함","","가능<br>요금 (5분 250원)","","없음","","가능","",""
"2743745","남성사계시장","07008","","","서울특별시 동작구 동작대로29길 47 (사당동) ","37.4883938957","126.9794037030","동작구 사당동의 전통 시장으로  과거 사당동의 명칭이 남성동이었을 때 붙여진 이름이다. 1966년부터 운영을 해오고 있는 곳으로  60년 가까운 역사를 품고 있는 전통시장이다. 시장 뒤편으로 대단지 아파트가 있고 전철역이나 대중교통으로도 접근성이 좋아 연평균 이용객이 5만 명을 넘는 지역 대표 전통시장이다. 관악구  동작구 전 지역과 서초구 일부 지역에 배달 서비스도 실시하고 있다. 입구에서부터 다양한 전과 반찬이 진열돼 있어 후각과 시각을 자극한다. 좁은 골목을 사이에 두고 상권이 길게 이어져 있으며 가게 옆 자투리 공간에는 작은 보따리 상인들이 손님을 맞는다.","02-536-3002","","농수축산물 / 과일 / 반찬 / 잡화 / 옷 / 먹거리 등","","","상설","09:00~22:00<br>※ 점포 별로 상이함","연중무휴<br>※ 점포 별로 상이함","","가능<br>요금 (5분당 300원)","","없음","","가능","있음",""
"2743854","고척근린시장","08235","","","서울특별시 구로구 고척로32길 11-3 (고척동) ","37.5021872007","126.8498040086","전통시장과 현대 시장의 분위기를 동시에 느낄 수 있는 시장이다. 총면적 약 2200㎡로 약 70여 개의 점포가 영업 중인 중소형으로 제로 페이가 대부분 가능하다. 1971년부터 영업을 시작했으며 주변에 고척 근린공원이 있어 찾기 쉽다. 아케이드 지붕으로 날씨에 상관없이 이용이 편리하고 주민들이 찾는 시장을 만들기 위해 프리마켓   독거노인 돕기 등 다양한 행사도 개최하고 있다.","02-2060-7504","","농수축산물 / 과일 / 반찬 / 잡화 / 옷 / 먹거리 등","","","상설","09:00~21:00<br>※ 점포 별로 상이함","매월 셋째 주 화요일<br>※ 점포 별로 상이함","","가능<br>요금 (5분당 100원)","","","","","있음",""
"2745620","뚝도시장","04776","","","서울특별시 성동구 성수이로 32-15 (성수동2가) ","37.5378533948","127.0548426575","지형 삼면이 강으로 둘러싸여 있어 마치 섬 모양과 같다고 하여 뚝섬 또는 한자음으로 뚝도라고 불려졌다고 한다. 뚝도시장은 조선시대 때부터 강원도의 물건을 들여오는 길목에 위치해 있어서 남대문시장  동대문시장과 더불어 서울 3대 시장 중 하나였다고 한다. 현재의 모습을 갖춘 것은 1962년부터이다. 뚝도시장은 성동구 성수동에 위치한 전통재래시장으로서 최근 성수역을 중심으로 한 상권발달과 유동인구의 증가로 청년들의 먹거리 시장으로 떠올랐다. 또한  2016년부터 2018년까지 2년간 추진해 온 중기부 ‘청년상인 창업지원사업’  ‘2019년 청년몰 활성화 및 확장지원사업’ 부문에 선정되어 관심을 받는 곳이기도 하다.","02-464-4426","","농수축산물 / 과일 / 반찬 / 잡화 / 옷 / 먹거리 등","","","상설","09:00~23:00<br>※ 점포 별로 상이함","연중무휴<br>※ 점포 별로 상이함","","가능","","없음","","없음","있음",""
"2751406","노룬산골목시장","05080","","","서울특별시 광진구 자양동 816-79 ","37.5369286806","127.0647501150","1970년대에 개설된 광진구에서 가장 역사 깊은 전통시장으로 정비가 잘되어 있는 골목형 시장이다. 건대입구역에서 나와 조금 걸으면 시장이어서 접근성이 좋으며  추억의 떡볶이와 전통 과자 등 다양한 먹거리도 인기다. 영동교 북단 방향으로 좀 더 걸으면 영동교골목시장까지 바로 연결되어 있어 동시에 이용할 수 있다.","02-465-2103","","농수산물, 과일, 반찬, 잡화, 옷, 먹거리 등","","","상설","점포별 상이","점포별 상이","약 52개 점포","불가능 <br>※ 인근 공영주차장 이용","","없음","","가능","가능 (남/녀 구분)",""
"2753117","대신시장","07350","","","서울특별시 영등포구 도신로60길 7 (신길동) ","37.5111234834","126.9176003574","서울특별시 영등포구 신길동에 위치한 재래시장이다. 1965년 개장하여 60년 가까운 역사를 지닌 상가형 시장이다. 신길동은 여의도와 샛강을 경계로 마주 보고 있는 곳으로  예전엔 서울로 들어오는 방학호진 나루터가 있을 만큼 교통의 요지였다고 한다. 그러다 보니 사람과 물건이 모여들었고 자연스럽게 시장이 생겨났다. 지금은 인근에 아파트 단지와 주택가들이 많이 밀집해 있어 이용객들이 많으며 정감 넘치고 인심 넘치는 재래시장으로 제 역할을 해내고 있다.","02-842-0003","","농수축산물 / 과일 / 반찬 / 잡화 / 옷 / 먹거리 등","","","상설","점포 별로 상이함","점포 별로 상이함","","","","없음","","가능","",""
"2757647","가락몰","05699","","","서울특별시 송파구 양재대로 932 (가락동)","37.4961564700","127.1110192841","가락농수산물도매시장 옆 송파대로 변에 현대식 건물로 지어진 쇼핑센터이다. 총 7개 동으로 구성되었으며 판매동 지하 1층은 청과물  지상 1층 수산물  건해물과 축산물을 판매한다. 2층은 마트 형식의 종합상가와 주방용품을 판매하며 3층은 전문식당관으로 운영되고 있다. 테마동 4관은 식품 식자재와 팔도 특산품 홍보매장도 운영한다. 2관에 있는 유기농 전문 마트 (주)다농도 주부들에게는 인기다.","02-3435-1000","","청과 / 수산 / 건해 / 축산 / 식자재","","","점포별 상이","점포별 상이","연중무휴 (점포별 상이)","","가능<br>- 최초 15분까지 무료<br>- 15분 초과 120분 까지 1,000원 부과<br>- 120분 초과 10분 당 500원 부과","","없음","","가능","있음",""
"2758176","정릉아리랑시장","02814","","","서울특별시 성북구 아리랑로19길 10 (정릉동) ","37.6027034367","127.0128390879","아리랑고개로도 불리는 서울의 대표 고지대인 정릉에 있는 골목 시장이다. 정릉아리랑시장은 한국 영화 <아리랑>의 배경지였던 것에서 유래해 붙여진 이름으로 아리랑 골목 시장으로도 불린다.
2019년 SBS 예능프로그램 <백종원의 골목식당>에 시장 내 청국장 전문식당과 지짐이집  수제함박스테이크집이 소개된 이후 맛집이 많은 시장으로 알려져 많은 사람이 방문하고 있다.
인근에 세계문화유산 정릉과 흥천사가 있어 함께 둘러보기 좋다.","02-911-2931","","농수축산물 / 과일 / 반찬 / 떡 / 공산품 / 잡화 / 먹거리 등","","","점포별 상이","점포 별로 상이함","점포 별로 상이함","약 54개 점포","","","없음","","가능","",""
"2759652","청량리청과물시장","02572","","","서울특별시 동대문구 왕산로33길 4 (제기동)","37.5797288624","127.0424287103","청량리청과물시장은 1958년부터 영업을 시작한 전통과 역사를 가진 청과물 전문 도매시장으로 약 170여 개의 점포가 성업 중이다. 경기도와 강원도에서 올라온 농산물은 이곳 청량리 시장으로 집결된 뒤  전국 각지로 다시 팔려나간다. 도매시장인 만큼 자정부터 새벽까지 시장이 활발하며  과일 외에 일반 시장처럼 야채  수산물  먹거리 등을 판매하는 점포들도 많다. 1호선 청량리역 1번 출구 앞에 있다.","02-962-1650","","청과물","","","점포별 상이","00:00 ~ 24:00","","약 168개 점포","가능 (청량리 제1 전통시장 공영주차장) <br>
(15분당 500원)","","없음","","없음","가능 (남,녀 구분)","제조자 이름:
입점브랜드:
"
"2761478","태릉시장","02104","","","서울특별시 중랑구 동일로129길 35 (중화동,태능에셈빌)","37.5992605586","127.0775638424","서울 중랑구 중랑역과 중화역 사이에 위치한 태릉시장은 1987년 복개도로 위에 자생한 노점으로 30년 넘게 재래시장 형태로 운영되어 오다가 2021년 서울시 태릉시장 특화 거리 조성 사업으로 시장 환경이 개선되었다. 태릉시장주상복합빌딩(태능에셈빌) 2층까지는 상가들이 입점해 있고  아파트 앞 노점들은 서울시 이동형 가게 모양으로 변화해 대로변에 직선으로 길게 늘어서 있다. 태릉시장  태릉 엔터피아로도 불린다.","02-432-8637","","야채, 잡곡류, 견과류, 과일, 농산, 반찬 등","","","상설","점포별 상이","점포별 상이","약 49개 점포","불가능","","없음","","가능","있음(남,녀 구분)",""
"2763905","영일시장","07300","","","서울특별시 영등포구 문래로30길 27 (문래동3가)","37.5162531419","126.9007600806","서울 영등포구 문래동에 있는 영일시장은 농산물에 특화된 골목형 전통시장이다. 농산물에 특화된 시장이지만 생선  육류  건어물  식료품 등 일반 시장에서 살 수 있는 물건들도 판매한다. 2007년도 노점상 철거로 규모가 줄어들었으나 지금도 인근 식당과 음식점  슈퍼  전통시장의 상인들이 도매로 물건을 구입해 간다. 새벽 12시부터 4시 사이가 시장이 가장 활발하게 움직이는 시간이고 소매로도 판매한다. 오후 4시가 지나면 문 닫는 점포들도 많다. 지하철 2호선 문래역 6번 출구에서 약 500m  1호선 영등포역 6번 출구 약 600m 거리에 있다.","02-2633-9047","","채소, 수산, 식료품, 육류, 건어물, 젓갈, 공산품 등","","","상설","02:00~18:00 (점포별 상이)","점포별 상이","약 250여 개 점포","불가능","","없음","","가능","가능 (남,녀 구분)",""
"2773281","10꼬르소꼬모 청담점","06015","","","서울특별시 강남구 압구정로 416 (청담동) ","37.5269822119","127.0424190965","서울 강남구 압구정에 위치한 10꼬르소꼬모 청담점은 카페와 의류 및 생필품을 판매하는 편집숍을 겸하고 있는 곳이다. 건물 지하 1층에 있는 카페는 브런치 및 디저트 메뉴도 인기 있지만 멋진 인테리어로도 유명하다.
1층은 잡지  캔들  디퓨저  주방용품 등 인테리어 소품을 판매하고 있으며  2층은 의류  3층은 잡화를 판매하고 있어 분위기 좋은 곳에서 식사와 더불어 쇼핑도 할 수 있는 공간으로 인기 있다.","02-3018-1010","null","null","null","null","","11:00~20:00","연중무휴","null","null","null","","","","null",""
"2774440","신성종합시장","04949","","","서울특별시 광진구 용마산로 50 (중곡동)","37.5581405258","127.0880779440","서울 광진구 중곡사거리에 있는 신성종합시장은 2차선 도로를 따라 형성되어 있는 소규모 골목시장이다. 
시장 규모는 크지 않지만  정육점  과일가게  생선가게  반찬가게 등 다양한 식자재를 판매하고 있으며  칼국수  순대국밥  닭강정집  만둣집 등 다양한 먹거리를 판매하고 있다.","02-444-1707","","농·수·축산물 / 반찬 / 떡 / 공산품 / 잡화 / 의류 등","","","상설","08:00~22:00","점포별 상이","약 16개 점포","가능 (신성시장길 노상 공영 주차장) <br>- 30분 1,500원 <br>- 60분 3,000원","","없음","","가능","있음 (남/녀 구분)",""
"2779150","덕분애","06716","","","서울특별시 서초구 효령로 276 (서초동) 203호","37.4844366508","127.0144700672","서울 강남에 자리한 제로웨이스트 리필스테이션으로 ‘최초로 발생하는 플라스틱을 줄여보자’는 생각에서 출발했다고 한다. 덕분애에서 리필 가능한 제품은 주방세제부터 바디워시  세탁세제까지 다양하다. 리필 구매를 위해선 미리 용기를 준비해야 한다. 저울에 준비한 용기를 올려 무게를 잰 후 필요한 만큼 적정량을 담고 다시 무게를 재면 끝. 이렇게 구매하는 리필제품은 불필요한 플라스틱 용기와 포장 비닐을 사용하지 않을뿐더러 가격도 저렴해서 환경과 경제를 모두 챙기는 현명한 소비다. 욕실용품 중 소모품인 칫솔과 치약을 대나무 칫솔이나 고체 치약으로 대체해 사용하는 등 일상에서 제로웨이스트의 삶을 비교적 쉽게 시작할 방법도 추천해 준다.","02-6959-4479","","리필 가능한 제품은 주방세제부터 바디워시, 세탁세제 등","","","","11:00~20:00","매주 일요일 / 설·추석 연휴 / 법정 공휴일","","가능 <br>요금 (최초 10분 1,000원 / 추가요금 60분당 1,000원 / 일일 최대 30,000원)","","없음","","없음","",""
"2789102","독립문영천시장","03734","","","서울특별시 서대문구 통일로 189-1 (영천동)","37.5703923889","126.9618752046","1960년대 서대문구 독립문 인근에 형성된 영천시장은 과거 서울을 대표하는 떡 도매시장으로 유명했던 50년 넘는 역사를 지닌 전통시장이다. 주택가 인근에 있어 인근 주민들이 애용하는 서울의 대표적인 골목형 전통시장으로 서울시는 서대문구 영천시장길 38일대를 2021년 '7월의 미래유산'으로 선정했다. 
약 198개의 점포가 운영 중인 대규모 전통시장으로 점포의 40%가 떡볶이와 꽈배기 등 다양한 먹거리를 판매하고 있는 것으로 유명하다.","02-363-5350","","농수축산물, 과일, 반찬, 떡, 공산품, 잡화, 의류, 먹거리 등","","","점포별 상이","07:00 ~ 21:00 (점포별 상이)","연중무휴 (점포별 상이)","약 198개 점포","불가","","없음","","가능","있음(남,녀 구분)",""
"2905301","어뮤즈 한남 쇼룸","04348","","","서울특별시 용산구 이태원로55가길 49 3층","37.5364108974","126.9992783141","어뮤즈 한남 쇼룸은 온·오프라인을 아우르는 옴니채널로서 비건 뷰티 브랜드 이미지를 강화하고  어뮤즈의 다양한 제품과 브랜딩을 직접 체험할 수 있는 첫 오프라인 쇼룸이다. 어뮤즈만의 비건 뷰티에 대한 신선한 경험을 제안하고  균형 잡힌 삶의 실천을 위한 브랜드 메시지를 전달하며 새로운 라이프스타일 공간이다. 쇼룸은 어뮤즈의 이야기와 취향이 담긴 ‘전시 공간’  일상 속 여유를 풍요롭게 되찾을 ‘비건 공간’  제품을 충분히 경험하고 느껴볼 수 있는 ‘테스터 공간’ 등으로 구성됐으며  곳곳에서 어뮤즈 만의 색채와 감성을 담은 비건 뷰티 큐레이션을 경험할 수 있다.","02-796-2527","","화장품","","","","11:00~20:00","연중무휴","AMUSE의 이야기와 취향이 담긴 전시 공간<br>
일상 속 여유를 풍요롭게 되찾을 비건 무드 공간과 AMUSE의 제품을 경험하고 느껴볼 수 있도록 마련된 큐레이션 공간으로 구성됨","불가능","","없음","","가능","없음","입점브랜드:어뮤즈
"
"2946552","T1 HQ SHOP","06100","","","서울특별시 강남구 선릉로 627 (논현동) ","37.5125116770","127.0428028051","e스포츠를 즐기는 롤 구단 T1 팬들을 위한 공간이자 굿즈 숍이다. 의류  의자  향수  슬리퍼  문구류 등 게임 관련한 품목과 선수들의 얼굴과 캐릭터가 새겨진 다양한 물품들도 판매하고 있다. T1 사옥에 들어서면 전설적인 프로게이머 페이커의 등신대와 피규어가 입구에 있고 역대 롤 관련 대회에서 획득한 우승 트로피가 전시되어 있다. 또한  매장 한편에 선수들이 경기하는 곳처럼 꾸며진 책상과 모니터가 있는 포토존이 있어 인증샷을 남길 수 있다. T1매장은 선수들과 같은 유니폼에 자신의 이름을 새기며 T1을 더욱 가까이에서 즐길 수 있는 곳이다.","02-6009-2503","","의류 / 기념품 등","","","","12:00~20:00","연중무휴","","불가능","","","","","",""
"2979848","롯데백화점 건대스타시티점","05065","","","서울특별시 광진구 능동로 92 롯데백화점 ","37.5390535504","127.0712300203","매일 새로움과 즐거운 경험을 제공하는 롯데백화점 건대스타시티점은 즐길 거리가 가득한 힙플레이스이다. 지하 1층 교보문고  5층 캉골  디스커버리 7층 나이키  8층 유니클로  9층 한샘리하우스 등 다양한 브랜드를 만나볼 수 있다. 그리고 식당도 많이 자리하고 있어 데이트 장소로도 안성맞춤인 곳이다.","1577-0001","","식품, 리빙/가전, 해외패션, 아동/유아, 레져/스포츠, 남성패션, 화장품, 패션액세서리, 영패션, 여성패션 등","","","","주중 10:30~20:00 <br>주말 10:30~20:30","1월 1일 / 설·추석 연휴 / 월 1회 비정기 휴무","","가능","","","","","",""
"2996472","메종쥬 성수 부티끄","04768","","","서울특별시 성동구 서울숲4길 28-14 ","37.5467688264","127.0437545254","메종쥬 성수 부티끄의 향기는 기존 틀을 유연하게 해석한 트렌디 하면서도 탁월한 품질을 갖추고 있다. 생동감 넘치는 디자인에 다채로운 컬러를 입힌 빈티지 팝아트 감성을 엿볼 수 있으며  새로운 세대의 대표적인 프랑스 마스터 조향사와의 창의적인 콜라보 제품들을 만나볼 수 있다. 메종쥬는 흔히 경험할 수 없는 독특한 향수를 찾는 사람들을 위해 디자인되었다. 다양한 보틀 사이즈의 향수가 준비되어 있어 용도에 따라 구매 및 시향이 가능하다.","02-463-2814","1~2층(약 25평)","향수 / 센티드캔들","","","","10:30~17:30","매주 일요일","","불가","","없음","","가능","있음","입점브랜드:메종쥬 퍼퓸

"
"2997813","롯데백화점 김포공항점","07505","","","서울특별시 강서구 하늘길 38 (방화동) ","19.6944274800","117.9925662504","매일 새로움과 즐거운 경험을 제공하는 롯데백화점 김포공항점이다. 김포공항역과 연결되어 있으며  롯데마트  롯데시네마  롯데하이마트  롯데호텔 등과 함께 위치해 있다. 다양한 F&B와 함께 편히 주차를 이용할 수 있다.","1577-0001","","식품 / 리빙 / 가전 / 해외패션 / 아동 / 유아 / 레저 / 스포츠 / 남성패션 / 화장품 / 패션액세서리 / 영패션 / 여성패션 등","","","","10:30~20:00","홈페이지 참조","","가능","","없음","","가능","있음",""
"2997938","그랑핸드 서촌","03044","매장팀 나하연님","","서울특별시 종로구 자하문로4길 14-2 ","37.5772862325","126.9730406586","2014년 런칭한 국내 향수 브랜드 그랑핸드는 북촌의 작은 한옥에서 시작하여 현재는 서울의 여섯 곳에 크고 작은 오프라인 스토어와 카페 브랜드 ‘콤포타블’까지 전개하며 일상 곳곳에 향기로 자취를 남기고 있다. 적극적으로 브랜드를 전개하면서도 단 한 번도 유가 광고를 하지 않고 7년 동안 온라인 판매를 하지 않은 뚝심은 이제 그랑핸드를 상징하는 브랜드 철학이 되었다. 서촌점은 세 번째 스토어로  경복궁과 각종 미술관 사이에 위치해 다양한 연령대와 국적의 고객들이 모이는 장소이다.","02-333-6525","","향수","","","","11:30~20:30","연중무휴","","가능","","없음","","가능","",""
"3028115","손뜨개 디자인 스튜디오 단주","03054","","","서울특별시 종로구 삼청로 65-4 (팔판동) ","37.5817330786","126.9809120374","손뜨개 디자인 스튜디오 ‘단주’는 니트 디자이너의 창작 디자인 키트와 여러 나라로부터 수입한 손뜨개실을 판매하는 핸드니팅디자인스튜디오이다. 각종 크래프트소품과 자체제작 뜨개도구  특별한 손뜨개 부자재들을 판매하고 있다. 손뜨개 디자이너들의 독창적인 작품들도 전시 판매하고 있다. 1층 매장에서 구매한 재료들로 2층 니트카페에서 따뜻한 차와 함께 영어로 손뜨개 수업 1회 체험도 가능하다.","02-720-9979","","손뜨개실 / 뜨개 부자재 / 핸드크래프트 소품 / 자체제작 뜨개 도구 / 손뜨개 키트 등","","","","10:00~19:00<br>휴게시간 13:00~14:00","연중무휴","1층 : 손뜨개 관련 제품 매장<br>
2층 : 손뜨개 교실(니트카페)","불가","","없음","","가능","있음",""
